input_length,summary_length,compression_ratio,latency,created_at
234,136,0.41880341880341876,5.8997138999993695,2026-04-07 17:25:38.463118
79,107,-0.35443037974683533,16.088440499999706,2026-04-07 17:06:45.463541
323,208,0.3560371517027864,21.17721419999998,2026-04-07 17:01:43.605229
323,208,0.3560371517027864,20.932432300000073,2026-04-07 17:01:43.359207
104,509,-3.894230769230769,27.4287647000001,2026-04-07 17:00:53.071154
